USN,SEMESTER,SUBJECT CODE,SUBJECT NAME,"IAT1
1CR23IS103,6,BCS602,Machine Learning,24,,,BIS601,Full Stack Development,AB,,,BIS613D ,CCS,0,,,BET654A,TRES(OE),35,,
1CR23IS104,6,BCS602,Machine Learning,18,,,BIS601,Full Stack Development,27,,,BIS613D ,CCS,0,,,BET654A,TRES(OE),34,,
1CR23IS105,6,BCS602,Machine Learning,44,,,BIS601,Full Stack Development,50,,,BIS613D ,CCS,36,,,BET654A,TRES(OE),50,,
1CR23IS106,6,BCS602,Machine Learning,30,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,40,,,BET654A,TRES(OE),37,,
1CR23IS107,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,50,,,BIS613D ,CCS,45,,,BET654A,TRES(OE),45,,
1CR23IS108,6,BCS602,Machine Learning,43,,,BIS601,Full Stack Development,37,,,BIS613D ,CCS,36,,,BET654A,TRES(OE),50,,
1CR23IS109,6,BCS602,Machine Learning,38,,,BIS601,Full Stack Development,38,,,BIS613D ,CCS,37,,,BET654A,TRES(OE),50,,
1CR23IS110,6,BCS602,Machine Learning,28,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,37,,,BET654A,TRES(OE),50,,
1CR23IS111,6,BCS602,Machine Learning,44,,,BIS601,Full Stack Development,40,,,BIS613D ,CCS,39,,,BET654A,TRES(OE),50,,
1CR23IS112,6,BCS602,Machine Learning,39,,,BIS601,Full Stack Development,37,,,BIS613D ,CCS,32,,,BET654A,TRES(OE),43,,
1CR23IS113,6,BCS602,Machine Learning,43,,,BIS601,Full Stack Development,AB,,,BIS613D ,CCS,0,,,BET654A,TRES(OE),50,,
1CR23IS115,6,BCS602,Machine Learning,42,,,BIS601,Full Stack Development,23,,,BIS613D ,CCS,24,,,BET654A,TRES(OE),47,,
1CR23IS116,6,BCS602,Machine Learning,47,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,41,,,BET654A,TRES(OE),49,,
1CR23IS117,6,BCS602,Machine Learning,0,,,BIS601,Full Stack Development,AB,,,BIS613D ,CCS,0,,,BET654A,TRES(OE),46,,
1CR23IS118,6,BCS602,Machine Learning,41,,,BIS601,Full Stack Development,44,,,BIS613D ,CCS,38,,,BET654A,TRES(OE),50,,
1CR23IS119,6,BCS602,Machine Learning,48,,,BIS601,Full Stack Development,43,,,BIS613D ,CCS,44,,,BET654A,TRES(OE),49,,
1CR23IS120,6,BCS602,Machine Learning,41,,,BIS601,Full Stack Development,47,,,BIS613D ,CCS,44,,,BET654A,TRES(OE),48,,
1CR23IS121,6,BCS602,Machine Learning,44,,,BIS601,Full Stack Development,44,,,BIS613D ,CCS,37,,,BET654A,TRES(OE),48,,
1CR23IS122,6,BCS602,Machine Learning,25,,,BIS601,Full Stack Development,43,,,BIS613D ,CCS,33,,,BET654A,TRES(OE),30,,
1CR23IS123,6,BCS602,Machine Learning,47,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,40,,,BET654A,TRES(OE),50,,
1CR23IS124,6,BCS602,Machine Learning,49,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,41,,,BET654A,TRES(OE),50,,
1CR23IS125,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,47,,,BET654A,TRES(OE),50,,
1CR23IS126,6,BCS602,Machine Learning,36,,,BIS601,Full Stack Development,39,,,BIS613D ,CCS,40,,,BET654A,TRES(OE),49,,
1CR23IS127,6,BCS602,Machine Learning,35,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,31,,,BET654A,TRES(OE),50,,
1CR23IS128,6,BCS602,Machine Learning,23,,,BIS601,Full Stack Development,43,,,BIS613D ,CCS,28,,,BET654A,TRES(OE),40,,
1CR23IS129,6,BCS602,Machine Learning,30,,,BIS601,Full Stack Development,40,,,BIS613D ,CCS,35,,,BET654A,TRES(OE),45,,
1CR23IS130,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,41,,,BET654A,TRES(OE),50,,
1CR23IS131,6,BCS602,Machine Learning,23,,,BIS601,Full Stack Development,39,,,BIS613D ,CCS,32,,,BET654A,TRES(OE),40,,
1CR23IS132,6,BCS602,Machine Learning,37,,,BIS601,Full Stack Development,49,,,BIS613D ,CCS,40,,,BET654A,TRES(OE),50,,
1CR23IS133,6,BCS602,Machine Learning,46,,,BIS601,Full Stack Development,49,,,BIS613D ,CCS,45,,,BET654A,TRES(OE),50,,
1CR23IS207,6,BCS602,Machine Learning,32,,,BIS601,Full Stack Development,36,,,BIS613D ,CCS,0,,,BET654A,TRES(OE),40,,
1CR24IS401,6,BCS602,Machine Learning,32,,,BIS601,Full Stack Development,AB,,,BIS613D ,CCS,39,,,BET654A,TRES(OE),28,,
1CR24IS403,6,BCS602,Machine Learning,36,,,BIS601,Full Stack Development,44,,,BIS613D ,CCS,32,,,BET654A,TRES(OE),41,,
1CR24IS405,6,BCS602,Machine Learning,0,,,BIS601,Full Stack Development,AB,,,BIS613D ,CCS,0,,,BET654A,TRES(OE),0,,
1CR24IS406,6,BCS602,Machine Learning,28,,,BIS601,Full Stack Development,32,,,BIS613D ,CCS,31,,,BET654A,TRES(OE),43,,
1CR24IS407,6,BCS602,Machine Learning,0,,,BIS601,Full Stack Development,AB,,,BIS613D ,CCS,0,,,BET654A,TRES(OE),34,,
1CR24IS415,6,BCS602,Machine Learning,20,,,BIS601,Full Stack Development,28,,,BIS613D ,CCS,29,,,BET654A,TRES(OE),44,,
1CR23IS135,6,BCS602,Machine Learning,49,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,33,,,BET654A,TRES(OE),50,,
1CR23IS136,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,44,,,BIS613D ,CCS,34,,,BET654A,TRES(OE),45,,
1CR23IS137,6,BCS602,Machine Learning,24,,,BIS601,Full Stack Development,38,,,BIS613D ,CCS,19,,,BET654A,TRES(OE),48,,
1CR23IS138,6,BCS602,Machine Learning,44,,,BIS601,Full Stack Development,43,,,BIS613D ,CCS,31,,,BET654A,TRES(OE),50,,
1CR23IS139,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,49,,,BIS613D ,CCS,32,,,BET654A,TRES(OE),48,,
1CR23IS140,6,BCS602,Machine Learning,48,,,BIS601,Full Stack Development,49,,,BIS613D ,CCS,46,,,BET654A,TRES(OE),48,,
1CR23IS141,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,48,,,BET654A,TRES(OE),50,,
1CR23IS142,6,BCS602,Machine Learning,44,,,BIS601,Full Stack Development,43,,,BIS613D ,CCS,18,,,BET654A,TRES(OE),41,,
1CR23IS143,6,BCS602,Machine Learning,40,,,BIS601,Full Stack Development,42,,,BIS613D ,CCS,21,,,BET654A,TRES(OE),38,,
1CR23IS144,6,BCS602,Machine Learning,22,,,BIS601,Full Stack Development,35,,,BIS613D ,CCS,26,,,BET654A,TRES(OE),39,,
1CR23IS145,6,BCS602,Machine Learning,44,,,BIS601,Full Stack Development,45,,,BIS613D ,CCS,27,,,BET654A,TRES(OE),47,,
1CR23IS146,6,BCS602,Machine Learning,41,,,BIS601,Full Stack Development,47,,,BIS613D ,CCS,26,,,BET654A,TRES(OE),50,,
1CR23IS147,6,BCS602,Machine Learning,47,,,BIS601,Full Stack Development,49,,,BIS613D ,CCS,35,,,BET654A,TRES(OE),46,,
1CR23IS148,6,BCS602,Machine Learning,45,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,39,,,BET654A,TRES(OE),47,,
1CR23IS149,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR23IS151,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR23IS152,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR23IS153,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,47,,,BIS613D ,CCS,36,,,BET654A,TRES(OE),40,,
1CR23IS154,6,BCS602,Machine Learning,49,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,35,,,BET654A,TRES(OE),48,,
1CR23IS155,6,BCS602,Machine Learning,46,,,BIS601,Full Stack Development,43,,,BIS613D ,CCS,37,,,BET654A,TRES(OE),43,,
1CR23IS156,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,10,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR23IS158,6,BCS602,Machine Learning,37,,,BIS601,Full Stack Development,41,,,BIS613D ,CCS,24,,,BET654A,TRES(OE),45,,
1CR23IS159,6,BCS602,Machine Learning,37,,,BIS601,Full Stack Development,40,,,BIS613D ,CCS,20,,,BET654A,TRES(OE),40,,
1CR23IS160,6,BCS602,Machine Learning,47,,,BIS601,Full Stack Development,47,,,BIS613D ,CCS,30,,,BET654A,TRES(OE),49,,
1CR23IS161,6,BCS602,Machine Learning,41,,,BIS601,Full Stack Development,42,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),45,,
1CR23IS162,6,BCS602,Machine Learning,47,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,32,,,BET654A,TRES(OE),39,,
1CR23IS163,6,BCS602,Machine Learning,40,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,30,,,BET654A,TRES(OE),44,,
1CR23IS164,6,BCS602,Machine Learning,38,,,BIS601,Full Stack Development,17,,,BIS613D ,CCS,38,,,BET654A,TRES(OE),45,,
1CR23IS165,6,BCS602,Machine Learning,37,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,37,,,BET654A,TRES(OE),45,,
1CR23IS166,6,BCS602,Machine Learning,39,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,33,,,BET654A,TRES(OE),49,,
1CR23IS167,6,BCS602,Machine Learning,48,,,BIS601,Full Stack Development,22,,,BIS613D ,CCS,27,,,BET654A,TRES(OE),49,,
1CR23IS168,6,BCS602,Machine Learning,49,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,45,,,BET654A,TRES(OE),48,,
1CR23IS169,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,47,,,BIS613D ,CCS,40,,,BET654A,TRES(OE),48,,
1CR23IS170,6,BCS602,Machine Learning,48,,,BIS601,Full Stack Development,47,,,BIS613D ,CCS,42,,,BET654A,TRES(OE),46,,
1CR23IS171,6,BCS602,Machine Learning,49,,,BIS601,Full Stack Development,45,,,BIS613D ,CCS,45,,,BET654A,TRES(OE),50,,
1CR23IS172,6,BCS602,Machine Learning,48,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,42,,,BET654A,TRES(OE),46,,
1CR23IS173,6,BCS602,Machine Learning,42,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,35,,,BET654A,TRES(OE),50,,
1CR23IS174,6,BCS602,Machine Learning,43,,,BIS601,Full Stack Development,47,,,BIS613D ,CCS,35,,,BET654A,TRES(OE),48,,
1CR23IS175,6,BCS602,Machine Learning,35,,,BIS601,Full Stack Development,40,,,BIS613D ,CCS,26,,,BET654A,TRES(OE),40,,
1CR23IS176,6,BCS602,Machine Learning,43,,,BIS601,Full Stack Development,43,,,BIS613D ,CCS,29,,,BET654A,TRES(OE),46,,
1CR23IS177,6,BCS602,Machine Learning,20,,,BIS601,Full Stack Development,39,,,BIS613D ,CCS,15,,,BET654A,TRES(OE),27,,
1CR23IS178,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR23IS179,6,BCS602,Machine Learning,27,,,BIS601,Full Stack Development,29,,,BIS613D ,CCS,9,,,BET654A,TRES(OE),32,,
1CR23IS180,6,BCS602,Machine Learning,48,,,BIS601,Full Stack Development,47,,,BIS613D ,CCS,42,,,BET654A,TRES(OE),46,,
1CR23IS181,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,34,,,BET654A,TRES(OE),50,,
1CR23IS182,6,BCS602,Machine Learning,39,,,BIS601,Full Stack Development,44,,,BIS613D ,CCS,17,,,BET654A,TRES(OE),38,,
1CR23IS183,6,BCS602,Machine Learning,28,,,BIS601,Full Stack Development,44,,,BIS613D ,CCS,19,,,BET654A,TRES(OE),43,,
1CR23IS184,6,BCS602,Machine Learning,44,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),46,,
1CR23IS185,6,BCS602,Machine Learning,38,,,BIS601,Full Stack Development,44,,,BIS613D ,CCS,21,,,BET654A,TRES(OE),46,,
1CR23IS186,6,BCS602,Machine Learning,36,,,BIS601,Full Stack Development,22,,,BIS613D ,CCS,11,,,BET654A,TRES(OE),36,,
1CR23IS187,6,BCS602,Machine Learning,32,,,BIS601,Full Stack Development,28,,,BIS613D ,CCS,22,,,BET654A,TRES(OE),42,,
1CR23IS188,6,BCS602,Machine Learning,43,,,BIS601,Full Stack Development,27,,,BIS613D ,CCS,19,,,BET654A,TRES(OE),40,,
1CR23IS189,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR23IS190,6,BCS602,Machine Learning,44,,,BIS601,Full Stack Development,38,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),45,,
1CR23IS191,6,BCS602,Machine Learning,39,,,BIS601,Full Stack Development,36,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR23IS192,6,BCS602,Machine Learning,49,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,42,,,BET654A,TRES(OE),43,,
1CR23IS193,6,BCS602,Machine Learning,46,,,BIS601,Full Stack Development,45,,,BIS613D ,CCS,30,,,BET654A,TRES(OE),44,,
1CR23IS195,6,BCS602,Machine Learning,47,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,28,,,BET654A,TRES(OE),35,,
1CR23IS196,6,BCS602,Machine Learning,49,,,BIS601,Full Stack Development,49,,,BIS613D ,CCS,39,,,BET654A,TRES(OE),50,,
1CR23IS197,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR23IS199,6,BCS602,Machine Learning,36,,,BIS601,Full Stack Development,43,,,BIS613D ,CCS,25,,,BET654A,TRES(OE),43,,
1CR23IS200,6,BCS602,Machine Learning,39,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,44,,,BET654A,TRES(OE),48,,
1CR23IS201,6,BCS602,Machine Learning,40,,,BIS601,Full Stack Development,32,,,BIS613D ,CCS,26,,,BET654A,TRES(OE),47,,
1CR23IS202,6,BCS602,Machine Learning,50,,,BIS601,Full Stack Development,49,,,BIS613D ,CCS,44,,,BET654A,TRES(OE),50,,
1CR23IS205,6,BCS602,Machine Learning,45,,,BIS601,Full Stack Development,46,,,BIS613D ,CCS,42,,,BET654A,TRES(OE),50,,
1CR23IS206,6,BCS602,Machine Learning,45,,,BIS601,Full Stack Development,48,,,BIS613D ,CCS,35,,,BET654A,TRES(OE),40,,
1CR24IS408,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),12,,
1CR24IS409,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),ABSENT,,
1CR24IS411,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),31,,
1CR24IS412,6,BCS602,Machine Learning,31,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,27,,,BET654A,TRES(OE),29,,
1CR24IS413,6,BCS602,Machine Learning,32,,,BIS601,Full Stack Development,28,,,BIS613D ,CCS,26,,,BET654A,TRES(OE),35,,
1CR24IS414,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,0,,,BIS613D ,CCS,22,,,BET654A,TRES(OE),25,,
1CR22IS191,6,BCS602,Machine Learning,AB,,,BIS601,Full Stack Development,10,,,BIS613D ,CCS,AB,,,BET654A,TRES(OE),5,,